it_start_UT,it_end_UT,sfu_10640MHz,std_sfu_10640MHz,corr_sfu_10640MHz,corr_std_sfu_10640MHz,temp_K,precip_mm,global_irr_Wm2,quality_check_pointing,comment
2024-12-22 09:00:00,2024-12-22 10:00:00,300.95376357256305,7.409819159383403,300.95376357256305,7.409819159383403,276.5,0.0,98.0,1,
2024-12-22 11:00:00,2024-12-22 12:00:00,306.26722806537447,10.617020905125148,306.26722806537447,10.617020905125148,277.2833333333333,0.0,45.833333333333336,1,
2024-12-22 13:00:00,2024-12-22 14:00:00,268.9813902596195,12.8604415014021,268.9813902596195,12.8604415014021,276.7333333333333,0.0,33.166666666666664,1,
2024-12-23 09:00:00,2024-12-23 10:00:00,302.74756482714,10.01419826388184,302.74756482714,10.01419826388184,278.2833333333333,0.0,59.833333333333336,1,
2024-12-23 11:00:00,2024-12-23 12:00:00,,,,,278.81666666666666,0.0,192.66666666666663,1,TO 
2024-12-23 13:00:00,2024-12-23 14:00:00,5620.179010512044,7514.074664190327,5620.179010512044,7514.074664190327,280.5,0.0,276.6666666666667,1,FL/IF CI/DM 
2024-12-24 09:00:00,2024-12-24 10:00:00,338.33213438447444,11.11553157609472,338.33213438447444,11.11553157609472,283.46666666666664,0.0,257.1666666666667,1,CI/DM 
2024-12-24 11:00:00,2024-12-24 12:00:00,351.1920700028484,30.11122431872462,351.1920700028484,30.11122431872462,284.56666666666666,0.0,366.8333333333333,1,CI/DM 
2024-12-24 13:00:00,2024-12-24 14:00:00,358.8861197915936,7.986841461950009,358.8861197915936,7.986841461950009,284.16666666666663,0.0,269.3333333333333,1,
2024-12-25 09:00:00,2024-12-25 10:00:00,356.49614332099736,7.26483924714192,356.49614332099736,7.26483924714192,278.2833333333333,0.0,254.3333333333333,1,
2024-12-25 11:00:00,2024-12-25 12:00:00,347.3717616765451,8.717608034265218,347.3717616765451,8.717608034265218,280.85,0.0,362.8333333333333,1,
2024-12-25 13:00:00,2024-12-25 14:00:00,350.4102335974264,6.820172978399252,350.4102335974264,6.820172978399252,281.85,0.0,266.1666666666667,1,
2024-12-26 09:00:00,2024-12-26 10:00:00,314.29380052602096,31.98730947554853,314.29380052602096,31.98730947554853,277.4833333333333,0.0,252.8333333333333,1,CI/DM 
2024-12-26 11:00:00,2024-12-26 12:00:00,315.01908772732776,9.614257320582418,315.01908772732776,9.614257320582418,280.0333333333333,0.0,364.6666666666667,1,
2024-12-26 13:00:00,2024-12-26 14:00:00,322.58580425487844,7.803855345689429,322.58580425487844,7.803855345689429,281.46666666666664,0.0,271.0,1,
2024-12-27 09:00:00,2024-12-27 10:00:00,346.90135344582086,37.0983804267887,346.90135344582086,37.0983804267887,278.79999999999995,0.0,254.0,1,CI/DM 
2024-12-27 11:00:00,2024-12-27 12:00:00,343.2266916367358,6.656243708523274,343.2266916367358,6.656243708523274,281.6,0.0,366.0,1,
2024-12-27 13:00:00,2024-12-27 14:00:00,352.99990784618944,6.589860607225669,352.99990784618944,6.589860607225669,282.29999999999995,0.0,273.0,1,
2024-12-28 09:00:00,2024-12-28 10:00:00,359.75336933353634,8.907329790124416,359.75336933353634,8.907329790124416,281.29999999999995,0.0,250.16666666666663,1,
2024-12-28 11:00:00,2024-12-28 12:00:00,382.6322313886831,63.04407036778871,382.6322313886831,63.04407036778871,284.46666666666664,0.0,361.0,1,FL/IF 
2024-12-28 13:00:00,2024-12-28 14:00:00,362.1570758494418,7.846586958214554,362.1570758494418,7.846586958214554,285.9833333333333,0.0,268.6666666666667,1,
2024-12-29 09:00:00,2024-12-29 10:00:00,393.7554155812711,7.840638584585986,393.7554155812711,7.840638584585986,282.46666666666664,0.0,248.66666666666663,1,
2024-12-29 11:00:00,2024-12-29 12:00:00,397.5121150317988,7.240991018125201,397.5121150317988,7.240991018125201,284.91666666666663,0.0,361.6666666666667,1,
2024-12-29 13:00:00,2024-12-29 14:00:00,377.6670869265732,6.2339438741854485,377.6670869265732,6.2339438741854485,284.6333333333333,0.0,271.1666666666667,1,
2024-12-30 09:00:00,2024-12-30 10:00:00,356.1226864717,38.38624280616517,356.1226864717,38.38624280616517,281.3833333333333,0.0,250.66666666666663,1,CI/DM 
